Dia;Mes;Año;Fecha;Tmax;Tmin;PP
1;1;1987;1/1/1987;23,3;16,2;3,5
2;1;1987;2/1/1987;22,5;14,8;1,4
3;1;1987;3/1/1987;24,2;16,6;0
4;1;1987;4/1/1987;26,9;18,5;1
5;1;1987;5/1/1987;27,9;16,3;85,5
6;1;1987;6/1/1987;24,6;16,4;0
7;1;1987;7/1/1987;24;17,5;19
8;1;1987;8/1/1987;28,1;17,5;3,4
9;1;1987;9/1/1987;27,4;19,5;77,1
10;1;1987;10/1/1987;24,4;17;25
11;1;1987;11/1/1987;25,9;17,6;34
12;1;1987;12/1/1987;22,4;17,5;2,5
13;1;1987;13/1/1987;26,9;17,1;0
14;1;1987;14/1/1987;25,7;18,9;98
15;1;1987;15/1/1987;21,6;17,2;20,5
16;1;1987;16/1/1987;23,9;17,5;0
17;1;1987;17/1/1987;26,9;17,8;0,9
18;1;1987;18/1/1987;29,1;17,9;13
19;1;1987;19/1/1987;28,9;18;0
20;1;1987;20/1/1987;27,4;16,4;2,9
21;1;1987;21/1/1987;27,7;17,7;9
22;1;1987;22/1/1987;27,5;16,8;0
23;1;1987;23/1/1987;27,3;18,1;9
24;1;1987;24/1/1987;26,7;17,6;1,7
25;1;1987;25/1/1987;22,1;16,7;9,6
26;1;1987;26/1/1987;24;16,5;1
27;1;1987;27/1/1987;26,9;17,5;6
28;1;1987;28/1/1987;28,9;18,7;0
29;1;1987;29/1/1987;29,5;18;0
30;1;1987;30/1/1987;29,2;18,7;7
31;1;1987;31/1/1987;26,5;16,3;0
1;2;1987;1/2/1987;27;17,7;0,6
2;2;1987;2/2/1987;27,6;16,2;0
3;2;1987;3/2/1987;26,9;16,7;3,5
4;2;1987;4/2/1987;29;14,1;0
5;2;1987;5/2/1987;29,3;15,7;0
6;2;1987;6/2/1987;30,6;17,2;3,5
7;2;1987;7/2/1987;29,4;19;22
8;2;1987;8/2/1987;11;9,6;1,5
9;2;1987;9/2/1987;19,4;6,5;0
10;2;1987;10/2/1987;19,5;10,3;0
11;2;1987;11/2/1987;23,3;8,6;0
12;2;1987;12/2/1987;25,3;11;0
13;2;1987;13/2/1987;26;12,6;0
14;2;1987;14/2/1987;26,5;15;0
15;2;1987;15/2/1987;26,2;14,6;13
16;2;1987;16/2/1987;22,6;15,8;2
17;2;1987;17/2/1987;25;13,5;0,5
18;2;1987;18/2/1987;24,5;14,6;0,7
19;2;1987;19/2/1987;25,5;13,6;0,2
20;2;1987;20/2/1987;27,9;14,4;0
21;2;1987;21/2/1987;29,3;16,5;0
22;2;1987;22/2/1987;27,3;17;0
23;2;1987;23/2/1987;29,8;16,3;0
24;2;1987;24/2/1987;29,2;18,5;0
25;2;1987;25/2/1987;30;19,8;0
26;2;1987;26/2/1987;27,7;19,9;17
27;2;1987;27/2/1987;28,6;19,2;0
28;2;1987;28/2/1987;29,8;19,2;0
1;3;1987;1/3/1987;30,2;17,8;0
2;3;1987;2/3/1987;30,1;16,6;0
3;3;1987;3/3/1987;29,9;18,2;0
4;3;1987;4/3/1987;29,5;16,3;63,5
5;3;1987;5/3/1987;28,3;15,6;0
6;3;1987;6/3/1987;30;16,9;0
7;3;1987;7/3/1987;30,6;16,7;0
8;3;1987;8/3/1987;28,6;17,6;5
9;3;1987;9/3/1987;13,8;13,8;31,5
10;3;1987;10/3/1987;18,5;10,2;0
11;3;1987;11/3/1987;20,9;11,5;0
12;3;1987;12/3/1987;22;10,2;0
13;3;1987;13/3/1987;24;10,6;0
14;3;1987;14/3/1987;24,4;12;0
15;3;1987;15/3/1987;22,9;13,4;0
16;3;1987;16/3/1987;22,1;13,1;0
17;3;1987;17/3/1987;25,9;12,2;0
18;3;1987;18/3/1987;27,1;14,3;3
19;3;1987;19/3/1987;26,4;14,2;3
20;3;1987;20/3/1987;22,8;16,2;0
21;3;1987;21/3/1987;15,8;21,9;0
22;3;1987;22/3/1987;24,1;16,4;0
23;3;1987;23/3/1987;27,4;14,9;0
24;3;1987;24/3/1987;27,2;17,2;0
25;3;1987;25/3/1987;26,5;16,2;0
26;3;1987;26/3/1987;22,1;15,7;8,5
27;3;1987;27/3/1987;24,1;13,7;0
28;3;1987;28/3/1987;25,9;14,2;0
29;3;1987;29/3/1987;26,9;15,9;0,5
30;3;1987;30/3/1987;17,9;14,8;5,5
31;3;1987;31/3/1987;17,3;14,2;0,5
1;4;1987;1/4/1987;22,6;11,7;0
2;4;1987;2/4/1987;22,7;14,2;0
3;4;1987;3/4/1987;23,6;11,2;0
4;4;1987;4/4/1987;23,4;10,6;0
5;4;1987;5/4/1987;21,4;11,9;0
6;4;1987;6/4/1987;25,7;13,5;0
7;4;1987;7/4/1987;28,3;13,6;0
8;4;1987;8/4/1987;29,7;14,5;0
9;4;1987;9/4/1987;22,3;18,6;7
10;4;1987;10/4/1987;19,7;11,5;0
11;4;1987;11/4/1987;23;13,2;0
12;4;1987;12/4/1987;22;13,5;0
13;4;1987;13/4/1987;22,6;10,9;0
14;4;1987;14/4/1987;21,9;14,6;0
15;4;1987;15/4/1987;25,9;12;0
16;4;1987;16/4/1987;24,6;13,4;2
17;4;1987;17/4/1987;16,4;11,4;15,5
18;4;1987;18/4/1987;11,7;8,3;0,5
19;4;1987;19/4/1987;14,9;7,3;0,6
20;4;1987;20/4/1987;17;10,7;0
21;4;1987;21/4/1987;20,7;11,5;0
22;4;1987;22/4/1987;22,4;8,7;0
23;4;1987;23/4/1987;22,4;9,4;0
24;4;1987;24/4/1987;22,5;12;0
25;4;1987;25/4/1987;25,5;10;0
26;4;1987;26/4/1987;22,9;12,6;45
27;4;1987;27/4/1987;16,2;13,6;14
28;4;1987;28/4/1987;19,1;12,9;0,5
29;4;1987;29/4/1987;20,9;11,2;0
30;4;1987;30/4/1987;22,8;11,4;0
1;5;1987;1/5/1987;25,5;11,3;1,5
2;5;1987;2/5/1987;14,7;10,4;1,7
3;5;1987;3/5/1987;13,3;9,8;0
4;5;1987;4/5/1987;13,2;8,5;0
5;5;1987;5/5/1987;18,7;4,6;0
6;5;1987;6/5/1987;27,8;6,8;0
7;5;1987;7/5/1987;23,4;7,5;0
8;5;1987;8/5/1987;21,3;8,2;0
9;5;1987;9/5/1987;13,7;6,8;0
10;5;1987;10/5/1987;17,2;2,8;0
11;5;1987;11/5/1987;19,8;3,4;0
12;5;1987;12/5/1987;17,8;6,2;0
13;5;1987;13/5/1987;13,2;9,1;0,3
14;5;1987;14/5/1987;10;6,6;0
15;5;1987;15/5/1987;17,5;1,5;0
16;5;1987;16/5/1987;16,3;3,5;0
17;5;1987;17/5/1987;12,9;3,4;0
18;5;1987;18/5/1987;11,7;7,2;0,3
19;5;1987;19/5/1987;10;8,7;10,3
20;5;1987;20/5/1987;16,9;7,6;2
21;5;1987;21/5/1987;16,5;4,9;0
22;5;1987;22/5/1987;13,6;4,5;0
23;5;1987;23/5/1987;9,4;6,6;5
24;5;1987;24/5/1987;6,6;3,6;4
25;5;1987;25/5/1987;4,8;1,9;0,2
26;5;1987;26/5/1987;9;2,9;0
27;5;1987;27/5/1987;12,7;4,4;0
28;5;1987;28/5/1987;17,7;2,7;0
29;5;1987;29/5/1987;17,1;1,6;0
30;5;1987;30/5/1987;23,6;4,2;0
31;5;1987;31/5/1987;18,5;7,7;0
1;6;1987;1/6/1987;19;4,8;0
2;6;1987;2/6/1987;20,3;11;0
3;6;1987;3/6/1987;21,2;5,7;0
4;6;1987;4/6/1987;22,1;10,5;0
5;6;1987;5/6/1987;15,5;10,1;0,5
6;6;1987;6/6/1987;18,3;6,1;0
7;6;1987;7/6/1987;18,9;9,3;0
8;6;1987;8/6/1987;20,5;4,2;0
9;6;1987;9/6/1987;21,5;4,8;0
10;6;1987;10/6/1987;24,6;5,8;0
11;6;1987;11/6/1987;30,7;5,6;0
12;6;1987;12/6/1987;13,3;6,5;0
13;6;1987;13/6/1987;6,6;3,6;0
14;6;1987;14/6/1987;8,5;1,1;0
15;6;1987;15/6/1987;12,2;-3,4;0
16;6;1987;16/6/1987;13,4;-2,7;0
17;6;1987;17/6/1987;17,7;-1,8;0
18;6;1987;18/6/1987;16,9;1,2;0
19;6;1987;19/6/1987;19,1;2;0
20;6;1987;20/6/1987;22;4,7;0
21;6;1987;21/6/1987;29,6;6,2;0
22;6;1987;22/6/1987;18,6;4,6;0
23;6;1987;23/6/1987;13,5;4,4;0
24;6;1987;24/6/1987;16,6;-0,6;0
25;6;1987;25/6/1987;21,5;0,6;0
26;6;1987;26/6/1987;21,1;2,3;0
27;6;1987;27/6/1987;22,4;5,6;0
28;6;1987;28/6/1987;27,9;6,5;0
29;6;1987;29/6/1987;19,1;8,1;0
30;6;1987;30/6/1987;19,6;4,6;0
1;7;1987;1/7/1987;19;4,6;0
2;7;1987;2/7/1987;19,8;7,4;0
3;7;1987;3/7/1987;14,9;6,7;0
4;7;1987;4/7/1987;20,7;4,2;0
5;7;1987;5/7/1987;19,5;4,4;0
6;7;1987;6/7/1987;24,4;4,2;0
7;7;1987;7/7/1987;21,6;6,7;0
8;7;1987;8/7/1987;22,6;5,5;0
9;7;1987;9/7/1987;25,9;4,8;0
10;7;1987;10/7/1987;30,1;5;0
11;7;1987;11/7/1987;31,9;15,8;0
12;7;1987;12/7/1987;35,9;15,3;0
13;7;1987;13/7/1987;29,3;11,6;0
14;7;1987;14/7/1987;29,7;9,4;0
15;7;1987;15/7/1987;36,2;13,4;0
16;7;1987;16/7/1987;34,5;14;0
17;7;1987;17/7/1987;14,2;7,5;1
18;7;1987;18/7/1987;8;5,8;4
19;7;1987;19/7/1987;7,2;4;0
20;7;1987;20/7/1987;9,3;4,5;0
21;7;1987;21/7/1987;13,3;3,9;0
22;7;1987;22/7/1987;21,4;3;0
23;7;1987;23/7/1987;19,5;5,4;0
24;7;1987;24/7/1987;27;4,4;0
25;7;1987;25/7/1987;33,4;11,5;0
26;7;1987;26/7/1987;24,8;7,5;0
27;7;1987;27/7/1987;19,7;5,2;0
28;7;1987;28/7/1987;17,1;7,4;0,2
29;7;1987;29/7/1987;17,9;5,6;0
30;7;1987;30/7/1987;18;3;0
31;7;1987;31/7/1987;17,1;2,5;0
1;8;1987;1/8/1987;22,6;3,9;0
2;8;1987;2/8/1987;20,7;5;0
3;8;1987;3/8/1987;16,6;8;0
4;8;1987;4/8/1987;25,4;6;0
5;8;1987;5/8/1987;15,7;4,1;0,7
6;8;1987;6/8/1987;14,2;1;0
7;8;1987;7/8/1987;14,6;0,2;0
8;8;1987;8/8/1987;18,9;0,7;0
9;8;1987;9/8/1987;23,1;3,9;0
10;8;1987;10/8/1987;27,1;8;0
11;8;1987;11/8/1987;22;9,5;0
12;8;1987;12/8/1987;30,3;8,8;0
13;8;1987;13/8/1987;27;11,7;0
14;8;1987;14/8/1987;29,8;11,5;0
15;8;1987;15/8/1987;30,5;14,4;4
16;8;1987;16/8/1987;14,9;5,9;0,9
17;8;1987;17/8/1987;8,6;3,1;0
18;8;1987;18/8/1987;9,7;4,7;0
19;8;1987;19/8/1987;14;2;0
20;8;1987;20/8/1987;8,8;4;0
21;8;1987;21/8/1987;14,2;2,6;0
22;8;1987;22/8/1987;17,9;1,1;0
23;8;1987;23/8/1987;20,6;3,1;0
24;8;1987;24/8/1987;27,4;5,4;0
25;8;1987;25/8/1987;27,9;10,3;0
26;8;1987;26/8/1987;25,2;10,6;0
27;8;1987;27/8/1987;30,8;10,9;0
28;8;1987;28/8/1987;23,8;11,4;0,2
29;8;1987;29/8/1987;15,3;7,2;0
30;8;1987;30/8/1987;13,5;7;0
31;8;1987;31/8/1987;19,1;3,2;0
1;9;1987;1/9/1987;23,1;4,9;0
2;9;1987;2/9/1987;17,1;7;0
3;9;1987;3/9/1987;18,7;3,4;0
4;9;1987;4/9/1987;19,7;4,2;0
5;9;1987;5/9/1987;22,9;4,2;0
6;9;1987;6/9/1987;21;8,1;0
7;9;1987;7/9/1987;24,1;8,8;0
8;9;1987;8/9/1987;28,9;9;0
9;9;1987;9/9/1987;32;9;0
10;9;1987;10/9/1987;21;8,4;0
11;9;1987;11/9/1987;16;7,8;0
12;9;1987;12/9/1987;20,1;4;0
13;9;1987;13/9/1987;25,4;6,8;0
14;9;1987;14/9/1987;33,9;10,7;0
15;9;1987;15/9/1987;22,7;8,7;3
16;9;1987;16/9/1987;15,1;8,8;0
17;9;1987;17/9/1987;21,4;6;0
18;9;1987;18/9/1987;23,9;8,1;0
19;9;1987;19/9/1987;16,2;6,5;0
20;9;1987;20/9/1987;18;2,9;0
21;9;1987;21/9/1987;16,3;4;0
22;9;1987;22/9/1987;17,5;8,7;0
23;9;1987;23/9/1987;20,6;4,2;0
24;9;1987;24/9/1987;23,4;6;0
25;9;1987;25/9/1987;27,9;8,2;0
26;9;1987;26/9/1987;31,1;12,2;0
27;9;1987;27/9/1987;27,9;11,3;0
28;9;1987;28/9/1987;24,1;11,9;0
29;9;1987;29/9/1987;29,8;12,2;0
30;9;1987;30/9/1987;21,2;12,2;0,5
1;10;1987;1/10/1987;19,5;11,6;0
2;10;1987;2/10/1987;19,7;12;0
3;10;1987;3/10/1987;24,4;7,8;0
4;10;1987;4/10/1987;28,1;10,6;0
5;10;1987;5/10/1987;26;15,1;0
6;10;1987;6/10/1987;30,2;12,8;0
7;10;1987;7/10/1987;33,1;14,5;0
8;10;1987;8/10/1987;28,1;16;0
9;10;1987;9/10/1987;28,1;16,8;0
10;10;1987;10/10/1987;36;14,2;0
11;10;1987;11/10/1987;35,8;17,9;0,5
12;10;1987;12/10/1987;21,9;14,2;0
13;10;1987;13/10/1987;20,5;10;0
14;10;1987;14/10/1987;17,3;13,5;0
15;10;1987;15/10/1987;14,9;10,9;0
16;10;1987;16/10/1987;19,4;9,9;0
17;10;1987;17/10/1987;22,4;12,2;0
18;10;1987;18/10/1987;27,8;10,7;0
19;10;1987;19/10/1987;22,6;12,7;4
20;10;1987;20/10/1987;25,5;10,4;0
21;10;1987;21/10/1987;28;11,4;0
22;10;1987;22/10/1987;28,2;14,4;0
23;10;1987;23/10/1987;31;13,6;0
24;10;1987;24/10/1987;28;14,6;0
25;10;1987;25/10/1987;29,2;14,9;2
26;10;1987;26/10/1987;21,8;12,1;0,3
27;10;1987;27/10/1987;16,6;12,6;0
28;10;1987;28/10/1987;27,4;7,6;0
29;10;1987;29/10/1987;29,7;13;0
30;10;1987;30/10/1987;32,8;11,9;0
31;10;1987;31/10/1987;32,6;16,5;0
1;11;1987;1/11/1987;32;16,3;0
2;11;1987;2/11/1987;29;17,5;0
3;11;1987;3/11/1987;25,2;15,9;0
4;11;1987;4/11/1987;30,5;15;0
5;11;1987;5/11/1987;28,4;17,4;0
6;11;1987;6/11/1987;24;14,3;0
7;11;1987;7/11/1987;29,2;15;0
8;11;1987;8/11/1987;33,6;13,7;4,2
9;11;1987;9/11/1987;19,3;11;0,1
10;11;1987;10/11/1987;23,2;16,4;0
11;11;1987;11/11/1987;26,6;16,9;0
12;11;1987;12/11/1987;30,8;16,5;11,5
13;11;1987;13/11/1987;23,4;18,3;0,2
14;11;1987;14/11/1987;26,6;18,2;0
15;11;1987;15/11/1987;27,9;17,2;0
16;11;1987;16/11/1987;29,8;16,5;0
17;11;1987;17/11/1987;31,3;16,7;0
18;11;1987;18/11/1987;33,3;18,1;0
19;11;1987;19/11/1987;24,8;17,9;33,5
20;11;1987;20/11/1987;19,7;16,5;59,5
21;11;1987;21/11/1987;19,8;16,5;19
22;11;1987;22/11/1987;20,8;15,3;0,9
23;11;1987;23/11/1987;25,3;16,9;1,7
24;11;1987;24/11/1987;21,8;15,3;10,2
25;11;1987;25/11/1987;25,1;13,4;0
26;11;1987;26/11/1987;25,3;12,7;0
27;11;1987;27/11/1987;26,4;14,2;0
28;11;1987;28/11/1987;28,3;15,7;0
29;11;1987;29/11/1987;29,5;14,9;0
30;11;1987;30/11/1987;29,7;16,7;0
1;12;1987;1/12/1987;30,5;17,5;4
2;12;1987;2/12/1987;29;14,2;0,9
3;12;1987;3/12/1987;29;17,9;6,5
4;12;1987;4/12/1987;23;15;1
5;12;1987;5/12/1987;22;16;0
6;12;1987;6/12/1987;25,2;14,5;35
7;12;1987;7/12/1987;18,5;14,6;4,5
8;12;1987;8/12/1987;17,5;14,1;3,5
9;12;1987;9/12/1987;24,1;10,5;0
10;12;1987;10/12/1987;25,6;13,9;0
11;12;1987;11/12/1987;29,6;15;0
12;12;1987;12/12/1987;21,9;14,9;1
13;12;1987;13/12/1987;23,7;13,4;0
14;12;1987;14/12/1987;28,4;13,3;0,5
15;12;1987;15/12/1987;26,9;18,7;0
16;12;1987;16/12/1987;30,2;16,7;10,4
17;12;1987;17/12/1987;18,9;15,5;5,5
18;12;1987;18/12/1987;22,5;14,3;0
19;12;1987;19/12/1987;26,3;14,2;0
20;12;1987;20/12/1987;27,3;14,5;2,7
21;12;1987;21/12/1987;23,1;15,6;0,6
22;12;1987;22/12/1987;24,3;13,7;0
23;12;1987;23/12/1987;26,1;17,5;0
24;12;1987;24/12/1987;29,5;16,1;0
25;12;1987;25/12/1987;28,1;18,8;30,5
26;12;1987;26/12/1987;23,3;17,2;50
27;12;1987;27/12/1987;22,6;15,7;9,2
28;12;1987;28/12/1987;22,8;16,5;10
29;12;1987;29/12/1987;23,3;15,7;2,8
30;12;1987;30/12/1987;24,5;14,5;0
31;12;1987;31/12/1987;28,2;14,7;0
1;1;1988;1/1/1988;28,8;16,9;0
2;1;1988;2/1/1988;29,9;16,4;0,3
3;1;1988;3/1/1988;29,3;17,2;0
4;1;1988;4/1/1988;30,2;16,8;0
5;1;1988;5/1/1988;27,9;17,5;24,5
6;1;1988;6/1/1988;19;16,9;18
7;1;1988;7/1/1988;23,4;14;0
8;1;1988;8/1/1988;27,8;15,8;0
9;1;1988;9/1/1988;29,5;18,4;0
10;1;1988;10/1/1988;30,4;16,9;0
11;1;1988;11/1/1988;30,7;17,7;19
12;1;1988;12/1/1988;30,3;16,8;5,5
13;1;1988;13/1/1988;28,7;15,7;30
14;1;1988;14/1/1988;28,3;18,3;30,5
15;1;1988;15/1/1988;28,3;16,9;12,5
16;1;1988;16/1/1988;27,7;18;9,5
17;1;1988;17/1/1988;27,6;18,5;0
18;1;1988;18/1/1988;30,8;19,8;17,5
19;1;1988;19/1/1988;24,9;18,4;0,5
20;1;1988;20/1/1988;28;19,3;0
21;1;1988;21/1/1988;27,4;13,9;13
22;1;1988;22/1/1988;23,3;14,8;8,7
23;1;1988;23/1/1988;20,9;16,1;11,9
24;1;1988;24/1/1988;24,9;16,7;0
25;1;1988;25/1/1988;23,8;16,4;10,2
26;1;1988;26/1/1988;26;17,9;2,5
27;1;1988;27/1/1988;28,6;18,6;0
28;1;1988;28/1/1988;31,6;18,2;0
29;1;1988;29/1/1988;27,6;20,2;25
30;1;1988;30/1/1988;21,5;11,2;7,5
31;1;1988;31/1/1988;17,8;9,3;0
1;2;1988;1/2/1988;19,7;10,4;0
2;2;1988;2/2/1988;20,7;14,3;0
3;2;1988;3/2/1988;24,8;13,5;17,5
4;2;1988;4/2/1988;20,5;15,4;9,8
5;2;1988;5/2/1988;20,8;13;0
6;2;1988;6/2/1988;24,2;12,6;34,5
7;2;1988;7/2/1988;23,9;14,3;3,5
8;2;1988;8/2/1988;24,9;13,3;0
9;2;1988;9/2/1988;26,5;12,5;0
10;2;1988;10/2/1988;25,6;14,8;0,4
11;2;1988;11/2/1988;23,6;13,5;1,4
12;2;1988;12/2/1988;22,7;13,8;0,8
13;2;1988;13/2/1988;26,2;11,3;0
14;2;1988;14/2/1988;25,1;12,7;0
15;2;1988;15/2/1988;19,1;14,6;18,5
16;2;1988;16/2/1988;25,8;12,7;0
17;2;1988;17/2/1988;26,6;14,1;0
18;2;1988;18/2/1988;28,2;15,6;11,5
19;2;1988;19/2/1988;26,1;15,5;0
20;2;1988;20/2/1988;27,5;16,1;1
21;2;1988;21/2/1988;28,4;16,7;0
22;2;1988;22/2/1988;27,4;16,7;0
23;2;1988;23/2/1988;26,8;18,2;89
24;2;1988;24/2/1988;27,5;15,4;0
25;2;1988;25/2/1988;27,9;17,5;0
26;2;1988;26/2/1988;28;16,8;21,5
27;2;1988;27/2/1988;26;16,7;0
28;2;1988;28/2/1988;26,7;16,2;0
29;2;1988;29/2/1988;27,4;16,2;0
1;3;1988;1/3/1988;27,3;16,5;0
2;3;1988;2/3/1988;28;16,1;0
3;3;1988;3/3/1988;27,8;16,1;0
4;3;1988;4/3/1988;28,3;16,8;0,4
5;3;1988;5/3/1988;30;16,6;0
6;3;1988;6/3/1988;27,7;19,9;52,5
7;3;1988;7/3/1988;23,7;16,2;0
8;3;1988;8/3/1988;26,6;17,1;0
9;3;1988;9/3/1988;27,9;18,6;0,9
10;3;1988;10/3/1988;27,3;17,2;5,5
11;3;1988;11/3/1988;21,6;17,2;3,4
12;3;1988;12/3/1988;22,4;17,6;17,2
13;3;1988;13/3/1988;19;16,1;6,3
14;3;1988;14/3/1988;23,1;15,6;8
15;3;1988;15/3/1988;18,8;13,8;9,7
16;3;1988;16/3/1988;22,6;16,1;0
17;3;1988;17/3/1988;25,6;13,6;0
18;3;1988;18/3/1988;26,4;13,4;0
19;3;1988;19/3/1988;26,2;13,7;0
20;3;1988;20/3/1988;26,9;17,6;0
21;3;1988;21/3/1988;27,2;18,1;0
22;3;1988;22/3/1988;28,2;18,8;0
23;3;1988;23/3/1988;28,6;18,7;26
24;3;1988;24/3/1988;27,4;16,8;0
25;3;1988;25/3/1988;27,3;16,8;0
26;3;1988;26/3/1988;28,3;17;1,4
27;3;1988;27/3/1988;28,3;19,6;10
28;3;1988;28/3/1988;24,3;17,3;18,5
29;3;1988;29/3/1988;18,3;17,2;2
30;3;1988;30/3/1988;24;17,9;0
31;3;1988;31/3/1988;25,9;18,6;12
1;4;1988;1/4/1988;18;13,2;1,2
2;4;1988;2/4/1988;19,5;13,1;2
3;4;1988;3/4/1988;19,3;13,8;0
4;4;1988;4/4/1988;24,5;13,8;0
5;4;1988;5/4/1988;20,8;14,9;0
6;4;1988;6/4/1988;24,8;13,5;0
7;4;1988;7/4/1988;26,5;14,8;0
8;4;1988;8/4/1988;19,9;10,7;4,7
9;4;1988;9/4/1988;15,4;10,3;1,4
10;4;1988;10/4/1988;21,2;12,3;0
11;4;1988;11/4/1988;25,1;13;0
12;4;1988;12/4/1988;23,3;14,8;0,6
13;4;1988;13/4/1988;24,4;12,8;0
14;4;1988;14/4/1988;21,6;14,2;0
15;4;1988;15/4/1988;25,7;12,2;0
16;4;1988;16/4/1988;23,1;12,6;0
17;4;1988;17/4/1988;23,3;13,5;0
18;4;1988;18/4/1988;24,2;13,2;0
19;4;1988;19/4/1988;24;13,6;0
20;4;1988;20/4/1988;24,8;12,3;0
21;4;1988;21/4/1988;24,8;13,2;0
22;4;1988;22/4/1988;23,8;14,7;1,4
23;4;1988;23/4/1988;19,6;14,5;0,5
24;4;1988;24/4/1988;24,4;13,5;0
25;4;1988;25/4/1988;22,5;14,2;0
26;4;1988;26/4/1988;21,2;11,6;9,1
27;4;1988;27/4/1988;13,6;8,6;5
28;4;1988;28/4/1988;11,5;6,1;3,5
29;4;1988;29/4/1988;11,8;6,1;0,7
30;4;1988;30/4/1988;13;8,3;0
1;5;1988;1/5/1988;16,5;8,5;0
2;5;1988;2/5/1988;16,4;7,4;1
3;5;1988;3/5/1988;12,5;7,4;10,5
4;5;1988;4/5/1988;7,5;4,7;0,2
5;5;1988;5/5/1988;9,2;5,2;0
6;5;1988;6/5/1988;10;7,2;5
7;5;1988;7/5/1988;10,6;6,5;0,1
8;5;1988;8/5/1988;10,3;7,2;0
9;5;1988;9/5/1988;10,3;7;0
10;5;1988;10/5/1988;15,3;7;0
11;5;1988;11/5/1988;15;4,6;0
12;5;1988;12/5/1988;19,8;8,3;0
13;5;1988;13/5/1988;19,6;6,2;0
14;5;1988;14/5/1988;19,3;11,5;0
15;5;1988;15/5/1988;23,5;6,4;0
16;5;1988;16/5/1988;20,9;6,8;0
17;5;1988;17/5/1988;19,2;12,3;0
18;5;1988;18/5/1988;20,8;11,5;0
19;5;1988;19/5/1988;18,2;12,8;11,4
20;5;1988;20/5/1988;15,3;10,3;0
21;5;1988;21/5/1988;14,5;10,7;0
22;5;1988;22/5/1988;16,6;10,3;0
23;5;1988;23/5/1988;19,6;7,8;0
24;5;1988;24/5/1988;14;9,2;0
25;5;1988;25/5/1988;15,3;9;0
26;5;1988;26/5/1988;16,3;7,8;0
27;5;1988;27/5/1988;12,9;10;0
28;5;1988;28/5/1988;16,2;6,8;0
29;5;1988;29/5/1988;11,7;5,7;6,4
30;5;1988;30/5/1988;5,7;1,9;0,7
31;5;1988;31/5/1988;5,8;1,9;0
1;6;1988;1/6/1988;8,9;2,1;0
2;6;1988;2/6/1988;13,5;3,6;0
3;6;1988;3/6/1988;7,3;-0,3;1
4;6;1988;4/6/1988;12,6;-2,4;0
5;6;1988;5/6/1988;14,4;-1,5;0
6;6;1988;6/6/1988;19,3;0,8;0
7;6;1988;7/6/1988;17,1;2,2;0
8;6;1988;8/6/1988;14,1;7;0
9;6;1988;9/6/1988;17,5;3,8;0
10;6;1988;10/6/1988;17,5;2,8;0
11;6;1988;11/6/1988;18,8;2,2;0
12;6;1988;12/6/1988;13,7;4,3;0
13;6;1988;13/6/1988;9,5;7,6;0
14;6;1988;14/6/1988;14,2;0,8;0
15;6;1988;15/6/1988;13,9;6,8;0
16;6;1988;16/6/1988;16,5;4,5;0
17;6;1988;17/6/1988;19;2;0
18;6;1988;18/6/1988;15,5;9,5;0
19;6;1988;19/6/1988;17,5;8,5;0
20;6;1988;20/6/1988;17,5;5,3;0
21;6;1988;21/6/1988;18,5;2,5;0
22;6;1988;22/6/1988;20,3;9;0
23;6;1988;23/6/1988;21,6;7,7;0
24;6;1988;24/6/1988;15,9;8,9;0
25;6;1988;25/6/1988;16,7;3,6;0
26;6;1988;26/6/1988;15;4,5;0
27;6;1988;27/6/1988;21,4;2,5;0
28;6;1988;28/6/1988;20,7;3,2;0
29;6;1988;29/6/1988;26,1;2,5;0
30;6;1988;30/6/1988;23,2;2,5;0
1;7;1988;1/7/1988;28,5;5,5;0
2;7;1988;2/7/1988;21,6;6,3;0
3;7;1988;3/7/1988;10,2;6,8;3
4;7;1988;4/7/1988;4,3;3,6;3
5;7;1988;5/7/1988;5,1;2,5;2
6;7;1988;6/7/1988;4,8;2,3;0
7;7;1988;7/7/1988;13,6;-0,3;0
8;7;1988;8/7/1988;15,6;-2,6;0
9;7;1988;9/7/1988;11,6;-1,1;0
10;7;1988;10/7/1988;6,6;1,8;0
11;7;1988;11/7/1988;3,8;1,7;0
12;7;1988;12/7/1988;7,2;-0,6;0
13;7;1988;13/7/1988;9,9;-3,8;0
14;7;1988;14/7/1988;15,5;-2,7;0
15;7;1988;15/7/1988;18;0;0
16;7;1988;16/7/1988;21,7;3,9;0
17;7;1988;17/7/1988;22,3;5,4;0
18;7;1988;18/7/1988;16,6;10,6;0,7
19;7;1988;19/7/1988;8,3;5,3;8,7
20;7;1988;20/7/1988;6,4;4,4;1
21;7;1988;21/7/1988;15;3,2;0
22;7;1988;22/7/1988;12;2;0
23;7;1988;23/7/1988;11,2;4;0
24;7;1988;24/7/1988;18;-2,4;0
25;7;1988;25/7/1988;17,7;-0,7;0
26;7;1988;26/7/1988;16,6;1,7;0
27;7;1988;27/7/1988;21,4;3,2;0
28;7;1988;28/7/1988;26,9;3,5;0
29;7;1988;29/7/1988;30,4;5,7;0
30;7;1988;30/7/1988;23,6;8,5;0
31;7;1988;31/7/1988;17,1;9,2;0
1;8;1988;1/8/1988;10,7;9,1;0
2;8;1988;2/8/1988;17,3;8,4;0
3;8;1988;3/8/1988;15,4;7,1;0
4;8;1988;4/8/1988;15,6;7,4;0
