Dia;Mes;Año;Fecha;Tmax;Tmin;PP
24;6;2000;24/6/2000;31,3;14,2;0
25;6;2000;25/6/2000;20,2;4,6;0
26;6;2000;26/6/2000;19;2,8;0
27;6;2000;27/6/2000;20,3;2,8;0
28;6;2000;28/6/2000;32;6,6;0
29;6;2000;29/6/2000;17,7;9,5;0
30;6;2000;30/6/2000;20,6;3,8;0
1;7;2000;1/7/2000;31,2;4;0
2;7;2000;2/7/2000;15;5,9;1
3;7;2000;3/7/2000;16;7;0
4;7;2000;4/7/2000;19,9;1,1;0
5;7;2000;5/7/2000;23,1;2,5;0
6;7;2000;6/7/2000;25,4;4,8;0
7;7;2000;7/7/2000;26,5;7,1;0
8;7;2000;8/7/2000;19,4;9,7;2,4
9;7;2000;9/7/2000;11,6;3,8;4,5
10;7;2000;10/7/2000;3,7;0;5
11;7;2000;11/7/2000;1,9;-1,4;0,3
12;7;2000;12/7/2000;3,6;-1,2;0,2
13;7;2000;13/7/2000;7,9;-0,1;0
14;7;2000;14/7/2000;13,9;0,5;0
15;7;2000;15/7/2000;14,9;-1,9;0
16;7;2000;16/7/2000;14,2;-3;0
17;7;2000;17/7/2000;14,3;-2,6;0
18;7;2000;18/7/2000;13,1;1;0
19;7;2000;19/7/2000;14,7;-1,3;0
20;7;2000;20/7/2000;18,4;-1,5;0
21;7;2000;21/7/2000;25,4;0,3;0
22;7;2000;22/7/2000;12,4;2,9;0
23;7;2000;23/7/2000;18;-3,1;0
24;7;2000;24/7/2000;21,7;-1,4;0,2
25;7;2000;25/7/2000;22,3;2,7;0
26;7;2000;26/7/2000;20,1;2,2;0
27;7;2000;27/7/2000;24,1;3,3;0
28;7;2000;28/7/2000;21,2;3,4;0
29;7;2000;29/7/2000;16;6,6;0
30;7;2000;30/7/2000;19,8;3,4;0
31;7;2000;31/7/2000;21,7;2,6;0
1;8;2000;1/8/2000;24,7;5,7;0
2;8;2000;2/8/2000;24;6,2;0
3;8;2000;3/8/2000;18,1;10,2;0
4;8;2000;4/8/2000;14,2;9,1;0
5;8;2000;5/8/2000;22,1;5,9;0
6;8;2000;6/8/2000;25,9;3,6;0
7;8;2000;7/8/2000;27,5;9,2;0
8;8;2000;8/8/2000;28,6;10,9;0
9;8;2000;9/8/2000;19,2;9,3;3
10;8;2000;10/8/2000;9,3;4;0,8
11;8;2000;11/8/2000;7,3;2,2;0
12;8;2000;12/8/2000;12,7;3,1;0
13;8;2000;13/8/2000;18,3;-2,8;0
14;8;2000;14/8/2000;26,3;2;0
15;8;2000;15/8/2000;20,5;3,9;0
16;8;2000;16/8/2000;22,1;6,5;0
17;8;2000;17/8/2000;25;5,2;0
18;8;2000;18/8/2000;25,2;8;0
19;8;2000;19/8/2000;29,1;10,6;0
20;8;2000;20/8/2000;30;10,6;0
21;8;2000;21/8/2000;29,5;13,2;0
22;8;2000;22/8/2000;29;13,7;0
23;8;2000;23/8/2000;24,3;13,5;0
24;8;2000;24/8/2000;19,6;12,6;0
25;8;2000;25/8/2000;18,2;8,6;0
26;8;2000;26/8/2000;14,3;8,3;0
27;8;2000;27/8/2000;21,9;3,6;0
28;8;2000;28/8/2000;19,5;4,7;0
29;8;2000;29/8/2000;25;3,5;0
30;8;2000;30/8/2000;23,6;7,8;0
31;8;2000;31/8/2000;15,2;7,6;0
1;9;2000;1/9/2000;17,5;2,1;0
2;9;2000;2/9/2000;19,9;2,3;0
3;9;2000;3/9/2000;18,9;3,4;0
4;9;2000;4/9/2000;20,9;4,6;0
5;9;2000;5/9/2000;23,8;5,9;0
6;9;2000;6/9/2000;25,3;7,1;0
7;9;2000;7/9/2000;29;10,2;0
8;9;2000;8/9/2000;30,4;10,8;0
9;9;2000;9/9/2000;31;12,3;0
10;9;2000;10/9/2000;35;16,9;0
11;9;2000;11/9/2000;28,8;13,9;0
12;9;2000;12/9/2000;22,5;6,5;0
13;9;2000;13/9/2000;15,5;8,3;0,5
14;9;2000;14/9/2000;11,7;3,5;0,2
15;9;2000;15/9/2000;10,2;3,3;0
16;9;2000;16/9/2000;16;4,9;0
17;9;2000;17/9/2000;20;1;0
18;9;2000;18/9/2000;26,3;5;0
19;9;2000;19/9/2000;27,3;10,8;0
20;9;2000;20/9/2000;32;11,7;0
21;9;2000;21/9/2000;20,8;12;0
22;9;2000;22/9/2000;23,7;4;0
23;9;2000;23/9/2000;30,2;6,6;0
24;9;2000;24/9/2000;20,3;9,9;0
25;9;2000;25/9/2000;19,1;1,3;0
26;9;2000;26/9/2000;23;2,7;0
27;9;2000;27/9/2000;26;5,2;0
28;9;2000;28/9/2000;27,5;7,9;0
29;9;2000;29/9/2000;29,5;10,4;0
30;9;2000;30/9/2000;31,3;12,9;0
1;10;2000;1/10/2000;30,4;16,6;0
2;10;2000;2/10/2000;32,2;16,1;0
3;10;2000;3/10/2000;27,4;16,2;0
4;10;2000;4/10/2000;24;11,9;0
5;10;2000;5/10/2000;24,6;6,5;0
6;10;2000;6/10/2000;26,6;7,7;0
7;10;2000;7/10/2000;27,5;10;0
8;10;2000;8/10/2000;30;12,9;0
9;10;2000;9/10/2000;31,5;15,2;0
10;10;2000;10/10/2000;23,5;14,1;0
11;10;2000;11/10/2000;27,5;8,1;0
12;10;2000;12/10/2000;32,5;11;0
13;10;2000;13/10/2000;31;14,6;0,3
14;10;2000;14/10/2000;23,6;15,2;3,5
15;10;2000;15/10/2000;20,7;14,4;1,7
16;10;2000;16/10/2000;19,2;14,9;3,9
17;10;2000;17/10/2000;25,6;12,9;0
18;10;2000;18/10/2000;24,3;15,7;0
19;10;2000;19/10/2000;31,4;14,9;0
20;10;2000;20/10/2000;31,6;17,7;0
21;10;2000;21/10/2000;33,2;16,6;0
22;10;2000;22/10/2000;36;18,6;5
23;10;2000;23/10/2000;21,5;14,4;10
24;10;2000;24/10/2000;20,5;13,8;3
25;10;2000;25/10/2000;21,5;15;3
26;10;2000;26/10/2000;23,1;15,3;2
27;10;2000;27/10/2000;24,3;15,2;0
28;10;2000;28/10/2000;26,1;11,3;0
29;10;2000;29/10/2000;23,9;14,9;0
30;10;2000;30/10/2000;28,1;10,9;0
31;10;2000;31/10/2000;31,3;14,3;0
1;11;2000;1/11/2000;32,6;16,2;0
2;11;2000;2/11/2000;22,6;14;0
3;11;2000;3/11/2000;26,3;11,4;0
4;11;2000;4/11/2000;27,3;13,3;0
5;11;2000;5/11/2000;27,2;15,7;36
6;11;2000;6/11/2000;20,3;14,7;1,7
7;11;2000;7/11/2000;25,1;15,2;0
8;11;2000;8/11/2000;27;15;5,3
9;11;2000;9/11/2000;23,6;15,8;1
10;11;2000;10/11/2000;25,8;14,3;0
11;11;2000;11/11/2000;29;15,2;0
12;11;2000;12/11/2000;29;14,9;0,4
13;11;2000;13/11/2000;22,6;14,6;0
14;11;2000;14/11/2000;17,2;6;2
15;11;2000;15/11/2000;15,4;6,4;13,2
16;11;2000;16/11/2000;21;6,6;0
17;11;2000;17/11/2000;25,6;7,3;0
18;11;2000;18/11/2000;27,4;9,5;0
19;11;2000;19/11/2000;30,9;12,6;0
20;11;2000;20/11/2000;24,4;15,2;0,4
21;11;2000;21/11/2000;28,4;14;0
22;11;2000;22/11/2000;31;13;0
23;11;2000;23/11/2000;32,5;16,1;0
24;11;2000;24/11/2000;24,4;15,9;0
25;11;2000;25/11/2000;22,4;14,5;0
26;11;2000;26/11/2000;24,1;15,8;0
27;11;2000;27/11/2000;31;12,5;0
28;11;2000;28/11/2000;31,6;17,3;5
29;11;2000;29/11/2000;19,5;16;9
30;11;2000;30/11/2000;20;14,4;6
1;12;2000;1/12/2000;21;14,4;0
2;12;2000;2/12/2000;28;10,6;0
3;12;2000;3/12/2000;28,5;15,8;1,3
4;12;2000;4/12/2000;22;14;2,5
5;12;2000;5/12/2000;25,4;14,1;0
6;12;2000;6/12/2000;28,5;12,7;0
7;12;2000;7/12/2000;29,5;15,4;0,7
8;12;2000;8/12/2000;30,5;17,8;0
9;12;2000;9/12/2000;31,4;17,4;74
10;12;2000;10/12/2000;28,5;15,9;0
11;12;2000;11/12/2000;30,1;18;6
12;12;2000;12/12/2000;27,2;18,5;7
13;12;2000;13/12/2000;30;19,6;0,6
14;12;2000;14/12/2000;32,2;19;5,5
15;12;2000;15/12/2000;28,4;16,8;12
16;12;2000;16/12/2000;20;14,1;0,2
17;12;2000;17/12/2000;26,9;14;0
18;12;2000;18/12/2000;29,1;14,2;0
19;12;2000;19/12/2000;28,4;14,3;0
20;12;2000;20/12/2000;24;18,7;0
21;12;2000;21/12/2000;30,1;17;0
22;12;2000;22/12/2000;25,8;18,2;3,2
23;12;2000;23/12/2000;25;13,8;2,2
24;12;2000;24/12/2000;23;11,2;0
25;12;2000;25/12/2000;29,4;12,9;0
26;12;2000;26/12/2000;32,3;17;0
27;12;2000;27/12/2000;34,5;17,1;1,5
28;12;2000;28/12/2000;31,2;16,5;0
29;12;2000;29/12/2000;30,6;19,2;1,5
30;12;2000;30/12/2000;27,7;15,8;0
31;12;2000;31/12/2000;28,7;16,4;0
1;1;2001;1/1/2001;29,1;17,1;0
2;1;2001;2/1/2001;32,2;16,6;0
3;1;2001;3/1/2001;32;17,5;8,5
4;1;2001;4/1/2001;31,9;19;0
5;1;2001;5/1/2001;27,1;18,7;0
6;1;2001;6/1/2001;31,7;17,5;0
7;1;2001;7/1/2001;35,2;18,9;16
8;1;2001;8/1/2001;31,2;18,8;2,5
9;1;2001;9/1/2001;31;18,8;0
10;1;2001;10/1/2001;28,8;15,9;41,5
11;1;2001;11/1/2001;23,7;13,3;0
12;1;2001;12/1/2001;25;11;0
13;1;2001;13/1/2001;27;12,4;0
14;1;2001;14/1/2001;28,7;17,1;6
15;1;2001;15/1/2001;27,2;15,3;0,4
16;1;2001;16/1/2001;29,7;15,7;0
17;1;2001;17/1/2001;29,6;14,6;0
18;1;2001;18/1/2001;30;15,6;0,5
19;1;2001;19/1/2001;25,4;15,7;7
20;1;2001;20/1/2001;24,6;14,4;0
21;1;2001;21/1/2001;23,8;18;4,5
22;1;2001;22/1/2001;27,2;18,5;18
23;1;2001;23/1/2001;25,5;16,4;0
24;1;2001;24/1/2001;28,7;15,4;10
25;1;2001;25/1/2001;27;16,7;0
26;1;2001;26/1/2001;29,3;17;0,7
27;1;2001;27/1/2001;30,8;17,7;0
28;1;2001;28/1/2001;30,7;18,9;28
29;1;2001;29/1/2001;24,9;17,6;0
30;1;2001;30/1/2001;26,3;15,4;0
31;1;2001;31/1/2001;30,8;18;15,5
1;2;2001;1/2/2001;27,4;17,9;65
2;2;2001;2/2/2001;28;17,4;45
3;2;2001;3/2/2001;23,6;17,4;10,2
4;2;2001;4/2/2001;26;17;22,3
5;2;2001;5/2/2001;27;18;0
6;2;2001;6/2/2001;29,4;18,8;0
7;2;2001;7/2/2001;30,9;16,8;2,3
8;2;2001;8/2/2001;31,4;19;0
9;2;2001;9/2/2001;32,6;19,6;0
10;2;2001;10/2/2001;31,2;19,3;0,7
11;2;2001;11/2/2001;29,7;18,2;34,5
12;2;2001;12/2/2001;24,6;17,3;11,5
13;2;2001;13/2/2001;24,4;15,2;0
14;2;2001;14/2/2001;27,7;18,2;22,6
15;2;2001;15/2/2001;28,3;16,6;48,5
16;2;2001;16/2/2001;24,3;16,2;93
17;2;2001;17/2/2001;26,3;14,8;5,5
18;2;2001;18/2/2001;27,5;13,6;0
19;2;2001;19/2/2001;28,5;13,8;0
20;2;2001;20/2/2001;28,3;14,6;0
21;2;2001;21/2/2001;28,5;15,4;0
22;2;2001;22/2/2001;29,6;15,4;0
23;2;2001;23/2/2001;28,3;15,9;0
24;2;2001;24/2/2001;29,5;16,5;0,8
25;2;2001;25/2/2001;28,7;17,5;32
26;2;2001;26/2/2001;27,3;16,4;18
27;2;2001;27/2/2001;27;18,2;16,3
28;2;2001;28/2/2001;28,3;18,9;0,3
1;3;2001;1/3/2001;28,7;16,9;17,9
2;3;2001;2/3/2001;28,5;16,2;0
3;3;2001;3/3/2001;29;18,5;0
4;3;2001;4/3/2001;29,5;20;21
5;3;2001;5/3/2001;28,3;17,8;3
6;3;2001;6/3/2001;28,9;18,1;4,5
7;3;2001;7/3/2001;24,5;16,9;0
8;3;2001;8/3/2001;27,2;16,7;0
9;3;2001;9/3/2001;29,3;16,8;0
10;3;2001;10/3/2001;31,2;17,8;0
11;3;2001;11/3/2001;30,7;19;0
12;3;2001;12/3/2001;29,6;18,6;0
13;3;2001;13/3/2001;29,6;16,6;6,3
14;3;2001;14/3/2001;27,3;18;0
15;3;2001;15/3/2001;28,6;16,6;0
16;3;2001;16/3/2001;29,5;16,2;1,8
17;3;2001;17/3/2001;30,3;18;0
18;3;2001;18/3/2001;30,4;17,1;7,5
19;3;2001;19/3/2001;26,4;17,2;3,5
20;3;2001;20/3/2001;25,3;17,7;0
21;3;2001;21/3/2001;27,6;18,6;0
22;3;2001;22/3/2001;24,7;18,2;5
23;3;2001;23/3/2001;18,2;12,5;5,4
24;3;2001;24/3/2001;17,4;11,2;2,8
25;3;2001;25/3/2001;17,9;10,8;2,7
26;3;2001;26/3/2001;21,6;12,2;0
27;3;2001;27/3/2001;23,4;10,7;0
28;3;2001;28/3/2001;24,1;10,3;0
29;3;2001;29/3/2001;21,8;12,2;0
30;3;2001;30/3/2001;23,3;14,1;0
31;3;2001;31/3/2001;24,6;13,3;0
1;4;2001;1/4/2001;25,9;12,5;0
2;4;2001;2/4/2001;24,2;13,5;0
3;4;2001;3/4/2001;22,2;16,1;13,5
4;4;2001;4/4/2001;23,3;17,7;21,5
5;4;2001;5/4/2001;18,6;13,4;10,5
6;4;2001;6/4/2001;15,9;11,7;4,6
7;4;2001;7/4/2001;17,3;12;2,8
8;4;2001;8/4/2001;20,2;12,4;1
9;4;2001;9/4/2001;23,5;10,2;0
10;4;2001;10/4/2001;23,6;10,5;0
11;4;2001;11/4/2001;24,7;16,1;0,8
12;4;2001;12/4/2001;27,1;17,4;0
13;4;2001;13/4/2001;27,2;17;0,3
14;4;2001;14/4/2001;29,8;16,1;25,2
15;4;2001;15/4/2001;22,4;16;18,5
16;4;2001;16/4/2001;24,7;16,9;1,5
17;4;2001;17/4/2001;24,2;17,5;0
18;4;2001;18/4/2001;28,1;15,8;0
19;4;2001;19/4/2001;26,3;17,3;0
20;4;2001;20/4/2001;25,5;14,3;0,4
21;4;2001;21/4/2001;19,4;14;3,5
22;4;2001;22/4/2001;32,2;11,8;0
23;4;2001;23/4/2001;21,3;9,4;8,5
24;4;2001;24/4/2001;14,8;5,7;0,3
25;4;2001;25/4/2001;18;3,4;0
26;4;2001;26/4/2001;21,5;5,7;0
27;4;2001;27/4/2001;20;8,9;0
28;4;2001;28/4/2001;18,2;7,8;7
29;4;2001;29/4/2001;9,7;4,4;0
30;4;2001;30/4/2001;9,4;5,4;0,6
1;5;2001;1/5/2001;13,4;6;0,4
2;5;2001;2/5/2001;19,5;4,1;0
3;5;2001;3/5/2001;17,5;3,1;3,5
4;5;2001;4/5/2001;13;7,9;0
5;5;2001;5/5/2001;10,5;7,1;0,5
6;5;2001;6/5/2001;10,1;7,3;0
7;5;2001;7/5/2001;11,6;7,4;0,3
8;5;2001;8/5/2001;18,2;7,8;0
9;5;2001;9/5/2001;17,1;3,5;1,5
10;5;2001;10/5/2001;13;9,7;4,5
11;5;2001;11/5/2001;13,5;9,6;0,5
12;5;2001;12/5/2001;12,9;8,4;2,5
13;5;2001;13/5/2001;11,2;6,9;0,8
14;5;2001;14/5/2001;12,1;7,4;0
15;5;2001;15/5/2001;13;7,5;1,2
16;5;2001;16/5/2001;9,7;7;1
17;5;2001;17/5/2001;16,5;2,1;0
18;5;2001;18/5/2001;23,1;2,4;0
19;5;2001;19/5/2001;18,2;5,7;0
20;5;2001;20/5/2001;21,7;6,6;0
21;5;2001;21/5/2001;30,2;7,7;0
22;5;2001;22/5/2001;21,1;7;0
23;5;2001;23/5/2001;22,1;9,9;0
24;5;2001;24/5/2001;22,5;9,6;0
25;5;2001;25/5/2001;23,3;10,5;0
26;5;2001;26/5/2001;25;7,3;0
27;5;2001;27/5/2001;24,5;6,2;0
28;5;2001;28/5/2001;24,1;7,4;0
29;5;2001;29/5/2001;28,9;8,9;0
30;5;2001;30/5/2001;25,2;10,6;0
31;5;2001;31/5/2001;25;11,4;0
1;6;2001;1/6/2001;24,1;12,6;0
2;6;2001;2/6/2001;20,5;13,7;0
3;6;2001;3/6/2001;23,9;9,8;0,5
4;6;2001;4/6/2001;17,1;12,7;0
5;6;2001;5/6/2001;21,3;10,2;0
6;6;2001;6/6/2001;22,2;8,9;0
7;6;2001;7/6/2001;19,6;9,5;0
8;6;2001;8/6/2001;23;5,6;0
9;6;2001;9/6/2001;24,1;8,6;0
10;6;2001;10/6/2001;23,7;13,6;0
11;6;2001;11/6/2001;24,4;11,2;0
12;6;2001;12/6/2001;26,1;11,1;0
13;6;2001;13/6/2001;25,1;12,1;0
14;6;2001;14/6/2001;25,3;10,3;0
15;6;2001;15/6/2001;20,5;7,9;3,5
16;6;2001;16/6/2001;9,5;4,8;3,5
17;6;2001;17/6/2001;4,8;1,5;10,5
18;6;2001;18/6/2001;3,5;0,1;2,5
19;6;2001;19/6/2001;7,4;-0,3;0
20;6;2001;20/6/2001;16,9;-4;0
21;6;2001;21/6/2001;16,2;-0,6;0
22;6;2001;22/6/2001;17,6;-1,4;0
23;6;2001;23/6/2001;17,5;-0,7;0
24;6;2001;24/6/2001;13,2;1;1,3
25;6;2001;25/6/2001;14,2;3;0
26;6;2001;26/6/2001;20,7;0,4;0
27;6;2001;27/6/2001;19,1;0,5;0
28;6;2001;28/6/2001;20,3;3;0
29;6;2001;29/6/2001;22,3;2,2;0
30;6;2001;30/6/2001;23,5;5;0
1;7;2001;1/7/2001;24,7;3,5;0
2;7;2001;2/7/2001;21,3;7,4;0
3;7;2001;3/7/2001;23,5;5;0
4;7;2001;4/7/2001;29,7;5,4;0
5;7;2001;5/7/2001;13,6;8;0
6;7;2001;6/7/2001;16,5;2,2;0
7;7;2001;7/7/2001;27,2;1,2;0
8;7;2001;8/7/2001;28,3;5,1;0
9;7;2001;9/7/2001;30,1;5,2;0
10;7;2001;10/7/2001;21;8,6;0
11;7;2001;11/7/2001;13,2;7,2;0
12;7;2001;12/7/2001;15,1;1,5;0
13;7;2001;13/7/2001;18,8;0,9;0
14;7;2001;14/7/2001;21;3,3;0
15;7;2001;15/7/2001;21,3;4,4;0
16;7;2001;16/7/2001;25,2;4,8;0
17;7;2001;17/7/2001;28,6;6;0
18;7;2001;18/7/2001;27,4;8,2;0
19;7;2001;19/7/2001;31,8;8,6;0
20;7;2001;20/7/2001;27,7;12,1;0
21;7;2001;21/7/2001;16,7;8,2;0
22;7;2001;22/7/2001;12,1;8;0,3
23;7;2001;23/7/2001;10;6,5;0,8
24;7;2001;24/7/2001;10,1;4,8;0
25;7;2001;25/7/2001;10,5;6;0
26;7;2001;26/7/2001;8,8;3,9;0,4
27;7;2001;27/7/2001;13,5;2,8;0
28;7;2001;28/7/2001;13,1;-3,5;0
29;7;2001;29/7/2001;21;-1;0
30;7;2001;30/7/2001;29;2,9;0
31;7;2001;31/7/2001;29,1;6,2;0
1;8;2001;1/8/2001;27,4;8;0
2;8;2001;2/8/2001;28,6;9,6;0
3;8;2001;3/8/2001;27,5;12,7;0
4;8;2001;4/8/2001;26,2;12,2;0
5;8;2001;5/8/2001;26,5;11,5;0
6;8;2001;6/8/2001;17,4;8,1;0
7;8;2001;7/8/2001;18,7;3,5;0
8;8;2001;8/8/2001;20,3;3;0
9;8;2001;9/8/2001;23;5,5;0
10;8;2001;10/8/2001;20,1;10;0
11;8;2001;11/8/2001;24,7;11,1;0
12;8;2001;12/8/2001;27,2;11;0
13;8;2001;13/8/2001;24,2;11,4;0
14;8;2001;14/8/2001;26,8;7,5;0
15;8;2001;15/8/2001;22,2;11,6;0,1
16;8;2001;16/8/2001;16,6;8;0,4
17;8;2001;17/8/2001;10,1;6,7;0
18;8;2001;18/8/2001;13,5;6,4;0
19;8;2001;19/8/2001;20;0,3;0
20;8;2001;20/8/2001;20,1;2;0
21;8;2001;21/8/2001;21,3;3,9;0
22;8;2001;22/8/2001;23;5,4;0
23;8;2001;23/8/2001;24,2;6,4;0
24;8;2001;24/8/2001;26,7;7,9;0
25;8;2001;25/8/2001;30,1;9,6;0
26;8;2001;26/8/2001;33,1;11,4;0
27;8;2001;27/8/2001;27,6;13;0
28;8;2001;28/8/2001;22,4;3,9;0
29;8;2001;29/8/2001;26,5;5,2;0
30;8;2001;30/8/2001;28,3;10,4;0
31;8;2001;31/8/2001;25,1;14,9;0
1;9;2001;1/9/2001;19,6;9,7;3
2;9;2001;2/9/2001;13,6;7,9;2,2
3;9;2001;3/9/2001;12,5;7,7;2,7
4;9;2001;4/9/2001;12;7,7;1
5;9;2001;5/9/2001;15,5;8,6;0
6;9;2001;6/9/2001;18;9,9;0
7;9;2001;7/9/2001;20,2;10,9;0,2
8;9;2001;8/9/2001;18;11,8;1,5
9;9;2001;9/9/2001;14,1;11,5;0,2
10;9;2001;10/9/2001;19;9,7;0
11;9;2001;11/9/2001;21,7;8,3;2
12;9;2001;12/9/2001;22,5;11;0
13;9;2001;13/9/2001;23,3;7;0
14;9;2001;14/9/2001;21,1;11,5;0
15;9;2001;15/9/2001;22,7;5,6;0
16;9;2001;16/9/2001;19;3,8;0
17;9;2001;17/9/2001;20,6;2,3;0
18;9;2001;18/9/2001;24,6;4,4;0
19;9;2001;19/9/2001;27,5;7,7;0
20;9;2001;20/9/2001;26,3;11,8;0
21;9;2001;21/9/2001;26,7;10,8;0
22;9;2001;22/9/2001;25,3;11,2;0
23;9;2001;23/9/2001;27,1;12,2;0
24;9;2001;24/9/2001;30,7;13;5,3
25;9;2001;25/9/2001;20,7;14;5
26;9;2001;26/9/2001;15,9;11,4;0,2
27;9;2001;27/9/2001;20,3;9,8;0
28;9;2001;28/9/2001;21,5;12,2;0
29;9;2001;29/9/2001;26,3;10,4;0
30;9;2001;30/9/2001;24,5;11,6;0
1;10;2001;1/10/2001;18,7;11,7;0
2;10;2001;2/10/2001;24,2;10,4;0
3;10;2001;3/10/2001;23;13,8;0
4;10;2001;4/10/2001;22;9,3;0
5;10;2001;5/10/2001;18,6;14,4;0
6;10;2001;6/10/2001;21,4;13,4;0
7;10;2001;7/10/2001;28,1;10,6;0
8;10;2001;8/10/2001;21,6;11,8;1
9;10;2001;9/10/2001;25;7,4;0
10;10;2001;10/10/2001;27,6;10,2;0
11;10;2001;11/10/2001;22,5;15,6;0
12;10;2001;12/10/2001;26,2;13,6;0
13;10;2001;13/10/2001;24,7;15,2;0,3
14;10;2001;14/10/2001;24,6;14,4;2
15;10;2001;15/10/2001;27,5;16,4;6
16;10;2001;16/10/2001;22;13,5;1,5
17;10;2001;17/10/2001;21,6;15;0
18;10;2001;18/10/2001;26,5;12,4;0
19;10;2001;19/10/2001;28,7;13,2;0
20;10;2001;20/10/2001;31;15,4;15
21;10;2001;21/10/2001;20,2;12,4;3
22;10;2001;22/10/2001;17;11,4;0
23;10;2001;23/10/2001;23,5;12,7;0
24;10;2001;24/10/2001;29,2;12,3;0
25;10;2001;25/10/2001;33,5;16,5;0
26;10;2001;26/10/2001;35,8;17,4;0
27;10;2001;27/10/2001;31,7;16,4;0
28;10;2001;28/10/2001;26,5;17,8;0,2
29;10;2001;29/10/2001;20,3;14,4;0
30;10;2001;30/10/2001;25,6;13,5;0
31;10;2001;31/10/2001;24,4;12,9;0
1;11;2001;1/11/2001;20,5;15,4;24,5
2;11;2001;2/11/2001;16,5;13,6;9
3;11;2001;3/11/2001;24,7;11,9;0
4;11;2001;4/11/2001;26,9;12,4;0
5;11;2001;5/11/2001;29;15,5;0
6;11;2001;6/11/2001;30,7;14,9;46,5
7;11;2001;7/11/2001;18,8;13,3;2,5
8;11;2001;8/11/2001;20;12,9;0
9;11;2001;9/11/2001;20,7;14,7;0
10;11;2001;10/11/2001;27,1;11,6;0
11;11;2001;11/11/2001;26,1;17;0
12;11;2001;12/11/2001;18,7;14,8;0
13;11;2001;13/11/2001;31,3;15,3;0
14;11;2001;14/11/2001;25,5;17;12,5
15;11;2001;15/11/2001;21,5;15;0,4
16;11;2001;16/11/2001;17,7;13,4;5,5
17;11;2001;17/11/2001;22,7;10,8;0
18;11;2001;18/11/2001;27,1;13,2;0
19;11;2001;19/11/2001;30;14,6;0
20;11;2001;20/11/2001;32;16,8;0
21;11;2001;21/11/2001;31,6;19,5;5
22;11;2001;22/11/2001;28,3;17,8;0
23;11;2001;23/11/2001;32;17,5;1
24;11;2001;24/11/2001;26,2;11,6;3,8
25;11;2001;25/11/2001;21,6;9,2;0
26;11;2001;26/11/2001;25,5;13,8;0
27;11;2001;27/11/2001;26;17;0
28;11;2001;28/11/2001;28;15,6;0
29;11;2001;29/11/2001;25;13,4;23
30;11;2001;30/11/2001;23,6;10,4;0
1;12;2001;1/12/2001;26;9,6;0
2;12;2001;2/12/2001;22,3;14,4;9,5
3;12;2001;3/12/2001;14,4;12,1;2
4;12;2001;4/12/2001;25,3;9,7;0
5;12;2001;5/12/2001;27,7;8,7;0
6;12;2001;6/12/2001;28,3;12,7;0
7;12;2001;7/12/2001;30;16,6;32,5
8;12;2001;8/12/2001;23,1;14;3
9;12;2001;9/12/2001;19,7;12,9;0,5
10;12;2001;10/12/2001;22,7;13,3;0
11;12;2001;11/12/2001;29,7;13;11,5
12;12;2001;12/12/2001;28;16,2;0
13;12;2001;13/12/2001;28;16,1;0
14;12;2001;14/12/2001;25,9;16,3;11
15;12;2001;15/12/2001;28;16,4;0
16;12;2001;16/12/2001;28,5;16,4;0
17;12;2001;17/12/2001;29,8;16,5;0
18;12;2001;18/12/2001;30,2;17,3;1,5
19;12;2001;19/12/2001;31;16,5;0
20;12;2001;20/12/2001;28,7;18,7;0
21;12;2001;21/12/2001;29,7;17,1;11,3
22;12;2001;22/12/2001;22;16;2,9
23;12;2001;23/12/2001;24,6;13,4;7,5
24;12;2001;24/12/2001;25;14,6;2,5
25;12;2001;25/12/2001;27,5;15,7;0,3
26;12;2001;26/12/2001;29;15,5;0
27;12;2001;27/12/2001;31;16,5;1
28;12;2001;28/12/2001;30;15,3;0
29;12;2001;29/12/2001;29,2;19,4;2,5
30;12;2001;30/12/2001;27,4;17,5;7,5
31;12;2001;31/12/2001;29,1;14,6;0
1;1;2002;1/1/2002;29,5;13,8;0,7
2;1;2002;2/1/2002;28,5;16,2;0
3;1;2002;3/1/2002;27,1;17;0,4
4;1;2002;4/1/2002;29,2;18,6;10,8
5;1;2002;5/1/2002;24,5;13,8;10,6
6;1;2002;6/1/2002;24,1;11,4;0
7;1;2002;7/1/2002;27,2;12,6;0
8;1;2002;8/1/2002;28,6;15,8;0
9;1;2002;9/1/2002;25;16,7;0
10;1;2002;10/1/2002;28,8;14,7;0
11;1;2002;11/1/2002;30,2;16,2;0
12;1;2002;12/1/2002;31;15,2;0
13;1;2002;13/1/2002;32,9;15,4;0
14;1;2002;14/1/2002;26;15,1;16,3
15;1;2002;15/1/2002;18;12,6;4,3
16;1;2002;16/1/2002;21,7;13,2;0,7
17;1;2002;17/1/2002;23,7;12,4;0
18;1;2002;18/1/2002;22,7;16;0
19;1;2002;19/1/2002;27;15,6;0
20;1;2002;20/1/2002;29,2;16,7;5,5
21;1;2002;21/1/2002;19,5;15;0,5
22;1;2002;22/1/2002;26,5;16,4;3,5
23;1;2002;23/1/2002;29;16;0
24;1;2002;24/1/2002;31;17,8;15
25;1;2002;25/1/2002;27,3;20;0,5
26;1;2002;26/1/2002;28,5;20,8;25
27;1;2002;27/1/2002;22,5;16;4
28;1;2002;28/1/2002;23,6;15,5;0
29;1;2002;29/1/2002;30;17;0
